material_id,formula,band_gap,hull_eV,formation_eV,density,point_group,spacegroup,crystal_system,piezoelectric_modulus,refractive_index,e_total,e_electronic,photonic_score,photonic_notes
mp-20496,Ga2PbO4,3.4457000000000004,0.0,-2.0700189085714276,6.412771573477277,mm2,Ama2,Orthorhombic,1.0730014491602091,2.0249239804660983,21.639104953333334,4.100317126666668,11,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.45 eV — transparent at 775nm | ✓ n=2.02 — ideal waveguide confinement | ✓ Piezo=1.07 C/m² — strong χ⁽²⁾ proxy
mp-2714586,NaHfZnP(SO6)2,4.207999999999999,0.03703938285879893,-2.4628884110753058,3.593541660198773,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.21 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715650,NaHfTaSi2SO12,3.4118,0.044795089467591254,-3.001224216734036,4.159071463255337,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.41 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715675,NaHfTaSi(PO6)2,3.3579,0.02350989944443782,-3.1786717130369473,4.245251732456316,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.36 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2712608,NaHfScSi(SO6)2,4.084899999999999,0.0559541765277789,-2.8094411464655185,3.3067797365291227,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.08 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2712627,NaHfScP2SO12,4.5822,0.018713164953709338,-2.99068847387954,3.3693217725560523,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.58 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2714495,NaHfMgP(SO6)2,4.1427,0.028634176481475926,-2.653458680797529,3.3439223252066967,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.14 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2712693,NaHfInSi(SO6)2,3.2497,0.05163648916666563,-2.5049878429469996,3.699540219696004,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.25 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-10348,LaSc3(BO3)4,4.0855999999999995,0.00021913524999916945,-3.4718164693333335,3.81680859374289,32,R32,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 4.09 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2713841,LaSc(SO4)3,4.1043,0.015276970735293993,-2.602595441225491,2.6718835736981,32,P321,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 4.10 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1222874,LaPr3Al4O12,3.283599999999999,0.003789642999997511,-3.6687132424999995,6.513560817546637,-42m,P-42m,Tetragonal,0.0,,,,6,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 3.28 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1222844,LaPr3Al4O12,3.8834,0.001702078999997525,-3.6708008064999995,6.532927561961932,32,R32,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 3.88 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1222864,LaPr3(GaO3)4,3.442893465012485,0.034189449075893386,-3.0489299015,7.071170457702613,m,Pm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.44 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-8133,LaPO4,4.897,0.03490330333333347,-3.5031943104960326,4.0001059388143165,622,P6_222,Hexagonal,0.0,,,,6,✓ Noncentro (622) — χ⁽²⁾ allowed | ✓ Gap 4.90 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1191281,LaP3(HO2)6,4.8393,0.05394806651515349,-2.27755838801948,2.770055320589422,-6,P-6,Hexagonal,0.0,,,,6,✓ Noncentro (-6) — χ⁽²⁾ allowed | ✓ Gap 4.84 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2716403,NaLa2Zr2P3(SO8)3,3.2452,0.05464509304762366,-2.8681382872707024,2.9378425208320524,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.25 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2714094,NaLa2Y2PS5O24,4.2993,0.04362361130952319,-2.71973288781492,2.7902119988492187,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.30 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2712690,NaHfGaSi(SO6)2,3.4488999999999996,0.04897228814814625,-2.5281623459562583,3.623953524265934,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.45 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1222764,LaTaTiO6,3.4000999999999997,0.009943010277780218,-3.644004927851851,6.342806456550955,2,C2,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 3.40 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-778450,LaSmO3,4.243500000000001,0.06766047687499999,-3.8012802165000004,6.845937165208721,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 4.24 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1218207,SrLaScO4,3.634970183524016,0.030179872857141632,-3.670400690714286,5.272453456803776,mm2,Cmc2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.63 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1218142,SrLaScO4,3.3369000000000004,0.04730645214285545,-3.653274111428572,5.332950705960709,4mm,I4mm,Tetragonal,0.0,,,,6,✓ Noncentro (4mm) — χ⁽²⁾ allowed | ✓ Gap 3.34 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1218221,SrLaInO4,3.2260999999999997,0.04348507446428407,-2.957507341309524,5.991610585784661,mm2,Pca2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.23 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1218152,SrLaGaO4,3.3365,0.0508351862500005,-3.1086890032142867,6.2480736422375065,4mm,I4mm,Tetragonal,0.0,,,,6,✓ Noncentro (4mm) — χ⁽²⁾ allowed | ✓ Gap 3.34 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-675492,SrLa5F17,6.0367,0.022905856376813638,-4.433002541739131,5.465893611632461,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 6.04 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1182430,Ca(H8O5)2,3.2181,0.04292983953703722,-1.3534991394444449,1.5686292475774535,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.22 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1182334,Ca(H8O5)2,3.819901820336189,0.03257609805555539,-1.363852880925927,1.573231545941444,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.82 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1182020,Ca(H8O5)2,4.001308784716137,0.05692352027777847,-1.3395054587037039,1.5292085803979094,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.00 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-556378,BiSeClO3,3.5271999999999997,0.07576860097221338,-1.364651313723959,5.5752982658846095,222,P2_12_12_1,Orthorhombic,0.0,,,,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 3.53 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-729895,BiPO4,4.1861,0.013389547777776123,-2.400886131329367,5.58476071315983,32,P3_121,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 4.19 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1106073,BiH(SeO3)2,3.6590000000000003,0.04260403800000212,-1.3405136095937507,4.509255809467953,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.66 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1173720,NaHo2F7,6.6014,0.07769732899999848,-4.09846898663793,5.217682014701807,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 6.60 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2713401,NaHfZr(PO4)3,4.3043,0.004200060879627543,-3.2043409667763645,3.624860047122286,3,P3,Trigonal,0.0,,,,6,✓ Noncentro (3) — χ⁽²⁾ allowed | ✓ Gap 4.30 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2716480,NaHf2Sc2P3(SO8)3,3.7115000000000005,0.025287376571419884,-2.8990544807945113,3.3201930558571684,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.71 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2714236,NaHf2Mg2PS5O24,3.9387999999999996,0.012555928438086283,-2.5621720967673007,3.2913178376195313,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.94 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2716416,NaHf2Ga2P3(SO8)3,3.6925999999999997,0.029904471380952202,-2.598891265032607,3.6907774417238053,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.69 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2716297,NaHf2Al2P3(SO8)3,3.9109999999999996,0.028124015285713178,-2.7828977241278445,3.5080989556351505,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.91 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2712685,NaHfInP2SO12,3.9542,0.02371712638889001,-2.6822548430462057,3.790765426368906,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.95 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-23122,Li10B14Cl2O25,6.4018999999999995,0.026781515465681416,-2.720558200915032,2.507916087880429,23,F23,Cubic,0.0,,,,6,✓ Noncentro (23) — χ⁽²⁾ allowed | ✓ Gap 6.40 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-941221,Li(BH)5,4.9946,0.05524178153138326,-0.34603674625000047,1.0092886979874836,622,P6_422,Hexagonal,0.0,,,,6,✓ Noncentro (622) — χ⁽²⁾ allowed | ✓ Gap 4.99 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2713081,LaZrP(SO6)2,3.5844,0.0350770657352939,-2.7803762039986,2.9149029950340193,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.58 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1222847,LaY3Sc4O12,4.214599999999999,0.027949026562499313,-3.93066852925,5.021137891112914,m,Pm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.21 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2713819,LaY(SO4)3,4.6238,0.0035155192401958857,-2.6478218433823533,2.7185553859951956,32,P321,Trigonal,0.0,,,,6,✓ Noncentro (32) — χ⁽²⁾ allowed | ✓ Gap 4.62 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1222712,LaV2BiO8,3.266411068250462,0.007154758333333788,-2.682178571250001,5.248711713347542,-42m,I-4m2,Tetragonal,0.0,,,,6,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 3.27 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-721238,Li10Sn(PO6)2,3.2725999999999997,0.09935146113333548,-2.447264314704762,2.600043398915764,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.27 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-721255,Li10Si(PO6)2,5.1063,0.09191597239999894,-2.6331066689047624,2.23730298641407,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 5.11 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-530738,Li10Mg7Cl24,4.438599999999999,0.010928002317072583,-2.188585987520325,2.159298485007727,m,Cm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.44 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-721249,Li10Ge(PO6)2,4.4921,0.09493914739999809,-2.494364972304762,2.450091026257024,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.49 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-632815,Li10Ge(PO6)2,4.4932,0.06988341079999838,-2.519420708904762,2.5570969283297242,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.49 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1202291,BiB4(HO3)3,4.23337589879452,0.007563921176473087,-2.2778552223774513,3.5463274277857524,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.23 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-626225,Ca(H8O5)2,3.5136999999999996,0.04540883212962932,-1.3510201468518528,1.679442225116709,m,Pc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.51 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-556826,Ca(BO2)2,5.456799999999999,0.016892269642843516,-3.1117091069047613,2.9639914200319097,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.46 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1191340,Ca(BH4)2,5.2484,0.01871822181818228,-0.45959623303030317,0.9999593170424923,-42m,I-42d,Tetragonal,0.0,,,,6,✓ Noncentro (-42m) — χ⁽²⁾ allowed | ✓ Gap 5.25 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1191021,Ca(BH4)2,5.0542,0.0036619786363640827,-0.47465247621212114,1.057117109783266,mm2,Fdd2,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.05 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1191012,Ca(BH4)2,5.093,0.010957415909091495,-0.46735703893939406,1.089150461926695,-4,P-4,Tetragonal,0.0,,,,6,✓ Noncentro (-4) — χ⁽²⁾ allowed | ✓ Gap 5.09 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-984766,Ca(BH4)2,5.0954,0.012473292727273488,-0.46584116212121207,1.1468577790836523,4,P4_2,Tetragonal,0.0,,,,6,✓ Noncentro (4) — χ⁽²⁾ allowed | ✓ Gap 5.10 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1102227,CO2,6.4314,0.0168115783333338,-1.7519117733333343,1.5728877624415127,422,P4_12_12,Tetragonal,0.0,,,,6,✓ Noncentro (422) — χ⁽²⁾ allowed | ✓ Gap 6.43 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1218200,SrNd2BeO5,3.8353,0.008578417592589815,-3.4701620108333335,6.645718425871217,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.84 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1218343,SrNd10Se12(Cl2O9)4,3.833,0.030737331343283714,-2.3402135252705225,4.785197012746415,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.83 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-675831,Bi2Pb3F12,4.4481,0.04822702176470539,-2.677292217058824,7.543215044345815,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.45 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2713916,NaHf3Ta(PO4)6,3.5646999999999998,0.003661062095238421,-3.204908886663898,4.203012099164869,3,P3,Trigonal,0.0,,,,6,✓ Noncentro (3) — χ⁽²⁾ allowed | ✓ Gap 3.56 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2716357,NaHf3MgP3(SO8)3,4.4106,0.014443587409518344,-2.8508483976992727,3.7103592672590526,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.41 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2716186,NaHf2Zr2P5SO24,3.6239000000000003,0.005414520285709656,-3.1108630274883895,3.5377392126205756,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.62 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2714197,NaHf2Zn2PS5O24,3.9809,0.01353042418452155,-2.3635681596244433,3.541664428003715,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.98 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2715642,NaHf2Ta2SiP5O24,3.4104,0.018693540999999314,-3.176376495026484,4.206986678332186,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.41 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1210701,Li2(BH)11,3.8952999999999998,0.09810739662202383,-0.3034130758854167,0.8968474090294937,mm2,Fmm2,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.90 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-849382,Li16Mn15Fe(PO4)16,3.4694000000000003,0.00184175926339325,-2.6219911791659345,3.3422581165984933,m,Pm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.47 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-767604,Li12Nb14ZnO42,3.2580000000000005,0.006906106702919246,-2.8750379171014506,4.505356027187888,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.26 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-759244,Li12Nb14ZnO42,3.2302,0.0071204156884263625,-2.8748236081159435,4.506220358586174,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.23 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-766510,Li12MnFe3P4(CO7)4,3.6399999999999997,0.04821823701922945,-2.3557874322404326,2.763129731242413,m,Pm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.64 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1179886,NaHF2,6.472799999999999,0.07142675999999959,-2.3962026206573275,2.216127108303254,2,C2,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 6.47 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-3347018,NaH9O5,5.0328,0.013849552333333293,-1.3311729821752882,1.3944796229322045,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 5.03 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-3346528,NaH9O5,5.0686,0.019285199000000475,-1.325737335508621,1.3557100978875751,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 5.07 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-767262,Li12Mn3FeP4(CO7)4,3.6464,0.053362973173077144,-2.393650846968548,2.731008690682744,m,Pm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.65 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-775195,Li12Mn11Fe(PO4)12,3.4699000000000004,0.0018750365178554773,-2.6187593036066157,3.344508477837941,m,Pm,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.47 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-505077,NaH9O5,4.5247,0.008706859166665915,-1.336315675341955,1.5297832195950232,222,P2_12_12_1,Orthorhombic,0.018019999999999002,1.448760899297511,5.50728819,2.098908143333333,6,✓ Noncentro (222) — χ⁽²⁾ allowed | ✓ Gap 4.52 eV — transparent at 775nm | ✗ n=1.45 — outside useful range | — Piezo=0.018 C/m² — weak or no data
mp-2712792,NaHfGaP2SO12,3.7575000000000003,0.035175135509260436,-2.7033477207776864,3.729827907015921,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.76 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2714038,NaHfAlSi(SO6)2,4.5215,0.060912431296295644,-2.6947164873914438,3.453778183664772,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.52 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2712765,NaHfAlP2SO12,4.9521,0.037768787824074224,-2.876994055638798,3.5265217632030676,m,Cc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 4.95 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2716217,NaHf4P5SO24,4.2665,0.004670492000000692,-3.151185453012199,4.151745321829045,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.27 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-2716520,NaHf3ZnP3(SO8)3,4.4543,0.013232037565476418,-2.7568630648897496,3.8323647930945217,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 4.45 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1199928,NaH6CN2ClO2,5.6305,0.08792577038461591,-0.9475547579907152,1.5965530047710326,mm2,Pmn2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 5.63 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-977569,NaH6CN2ClO2,5.0096,0.08965137923076938,-0.9458291491445616,1.597952826471484,2,C2,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 5.01 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1191547,NaH5CO4,5.1149000000000004,0.051289897973491705,-1.3857843766026647,1.567320721890798,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 5.11 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1095258,SrMgF4,6.7110688851064655,0.024641040833335737,-3.998758693333333,3.7625842949265755,mm2,Cmc2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 6.71 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-561022,SrMgF4,6.6872,0.021730075000003346,-4.001669659166666,3.747158976956692,2,P2_1,Monoclinic,0.0,,,,6,✓ Noncentro (2) — χ⁽²⁾ allowed | ✓ Gap 6.69 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-677497,SrMg2Al6(Si3O10)3,3.8360000000000003,0.033678951423615544,-3.32032745375,2.6067698991218324,1,P1,Triclinic,0.0,,,,6,✓ Noncentro (1) — χ⁽²⁾ allowed | ✓ Gap 3.84 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1218250,SrLiPrTeO6,3.2928,0.006126915916664366,-2.714654102666666,5.8286722649985,m,Pc,Monoclinic,0.0,,,,6,✓ Noncentro (m) — χ⁽²⁾ allowed | ✓ Gap 3.29 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1208633,SrLiPO4,4.4543,0.023669295476190122,-3.079934706853741,3.331630069042129,6,P6_3,Hexagonal,0.0,,,,6,✓ Noncentro (6) — χ⁽²⁾ allowed | ✓ Gap 4.45 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1218081,SrSm2BeO5,3.8531,0.027713006620368574,-3.4956969361111114,7.025188750948219,mm2,Pna2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.85 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
mp-1218030,SrPrScO4,3.6981540788102722,0.038727763928569914,-3.6104078102380948,5.3483829796494335,mm2,Cmc2_1,Orthorhombic,0.0,,,,6,✓ Noncentro (mm2) — χ⁽²⁾ allowed | ✓ Gap 3.70 eV — transparent at 775nm | — n not available | — Piezo=0.000 C/m² — weak or no data
